Bike index,x_zero,y_zero,x_rear_wheel_center,y_rear_wheel_center,x_BB,y_BB,x_front_wheel_center,y_front_wheel_center,x_head_tube_top,y_head_tube_top,x_rear_tube_connect_seat_tube,y_rear_tube_connect_seat_tube,x_top_tube_connect_seat_tube,y_top_tube_connect_seat_tube,x_top_tube_connect_head_tube,y_top_tube_connect_head_tube,x_down_tube_connect_head_tube,y_down_tube_connect_head_tube,x_stem_top,y_stem_top,x_front_fork,y_front_fork,x_saddle_top,y_saddle_top,x_seat_tube_top,y_seat_tube_top
17,82.86207665684832,145.26945189727866,82.86207665684832,145.26945189727866,117.65978067967954,147.72249904177846,173.10845833395322,145.26945189727866,156.89598973442918,90.92525927241317,106.61437163491311,109.20258000092898,105.51020734026449,105.35190149139797,158.88108331401017,98.33372936918826,161.11107283643042,106.65616356720687,166.3738360943372,88.38567799428955,169.0821777510094,133.196098954926,104.601944290472,78.7300560499895,104.601944290472,102.18441181274466
18,72.21784628547213,143.3070141816788,72.21784628547213,143.3070141816788,116.09057797610743,148.70371789957838,183.25500879251223,143.3070141816788,159.8109681995855,88.35379853044812,104.88515381512062,108.29826370880542,104.4839506758091,106.85157192509882,162.66142576387614,96.40324237610679,164.36909386166968,101.22554832179543,172.76009470044545,83.76827233844413,176.27660494835126,131.53035711610062,103.43587291071306,80.95353669889514,103.43587291071306,103.07232559604014
19,79.13593522481737,142.52203909543886,79.13593522481737,142.52203909543886,117.81869400266471,149.4396320429283,176.70163765923814,142.37485626676886,159.1203120482005,91.9491081731488,110.323683123481,121.46787063853323,106.92695306525026,108.79110148161968,160.62457821684555,97.56310594263908,162.56556682154883,104.80697403230397,168.89516228627974,91.09391958965318,170.89159769390594,131.42818926182244,100.29558318361173,80.95765789089751,100.29558318361173,84.04249215956264
20,82.12646589006371,146.9865848984285,82.12646589006371,146.9865848984285,116.98325108416506,148.3602912993484,172.51042624706275,146.25067075507857,156.44832241472233,90.91220927677747,105.76355741092901,109.23256952783453,104.90746753771826,106.24702933877339,158.6300671855303,99.05459161058062,160.7390871306447,106.92556119992365,165.92616877463036,88.37262799865387,168.3726270693577,133.30973693770324,103.92541469495752,79.36698607942638,103.92541469495752,102.8222040703146
21,77.61046361472422,145.85818321195862,77.61046361472422,145.85818321195862,120.41401430808358,153.41356841701804,178.30592691827906,145.85818321195862,153.32079646803052,86.4837202770587,104.0944353552985,100.03463086674223,103.09500944894486,96.7656560239646,156.4757491708106,95.9128799780226,160.42288158833077,107.70961528022016,159.01876337726782,78.49546528667089,168.98120569767582,132.67201585310116,102.03070352736286,86.75411418121429,102.03070352736286,93.28446821348987
22,74.13216077321138,144.09198926791873,74.13216077321138,144.09198926791873,115.44309161474644,148.99808355691835,182.82339057986718,144.09198926791873,158.23589457548906,80.9118412447545,103.66678131870779,106.5340804663816,103.06736808625845,104.37266617655956,161.0912922330259,90.25142614972233,163.5583187109952,98.32070616505789,165.2300738071402,77.34812892790283,175.51962498427645,131.3562172052851,101.54546690554832,75.77751138331139,101.54546690554832,98.8848678070732
23,77.90650290755573,144.77884246837868,77.90650290755573,144.77884246837868,118.1758435582316,143.79762361057877,177.89282324393497,144.77884246837868,160.882053052176,89.9097490265591,106.83674505880077,104.2534877235289,106.0868494427377,101.63829092069754,162.7058988995538,96.27025537804369,164.2846265123182,101.77593285768867,165.88105599985371,88.47630799791784,173.93630412891318,133.29593642865618,104.90975252901391,87.35103786366447,104.90975252901391,97.5332661419767
24,79.82294563073359,142.3748562667689,79.82294563073359,142.3748562667689,118.95970345329755,149.53775392870833,176.59649916046504,142.3748562667689,155.1419199844686,92.22014779865953,108.7138674287665,113.80627738753314,107.74898160053533,110.44132061350236,157.9084704218546,100.73471453456742,159.4223268211922,105.39388545245617,163.88694731440563,90.99111435821496,171.3877133165808,132.11259586973506,106.38328688125634,81.0093907051391,106.38328688125634,105.67857712361155
25,81.51433606602977,143.84668455346875,81.51433606602977,143.84668455346875,115.99964566898635,142.42391720965887,174.70596993115572,143.84668455346875,155.96780461580067,92.6332546833724,110.53054605316461,122.70298109719688,109.64942943551006,119.52577721630118,157.22888761210305,97.0311737395596,158.68656529604198,102.11469994899274,161.13977589842108,92.08965859689654,168.19836734468024,136.5923786944178,109.05083331438728,111.35606235713544,109.05083331438728,117.36730933473629
26,79.08569765760603,143.11077041011882,79.08569765760603,143.11077041011882,117.48778102508626,148.70371789957838,176.59640501895365,143.11077041011882,156.28672641295475,87.68844247834005,105.31202439981324,103.26317555346611,104.77747492219709,101.2682097438432,159.8755701543331,100.204227978711,161.32475649732822,105.25814136308898,168.0452159904406,87.07220615186121,172.61044665169362,135.91761591097756,104.02800025103106,80.22508783772398,104.02800025103106,98.47113219206562
27,80.19809536730769,144.14105021080874,80.19809536730769,144.14105021080874,119.41873369553556,151.22545036412419,175.77013269898515,144.14105021080874,154.9665210812929,90.25820122678365,103.33082344048704,100.09368664996364,102.78249743943917,98.35095716680337,157.31270244292307,97.94878882453557,159.8891970207866,106.39432401215859,164.52855242742982,88.05670145941723,172.72895619811908,136.81447853299116,102.33807235152534,79.85847069661438,102.33807235152534,96.93845310483391
28,73.79484320629197,144.28823303947874,73.79484320629197,144.28823303947874,115.47171032052117,148.5074741280184,182.22402921664994,144.28823303947874,156.145685726583,85.32096308667775,103.10520255621446,108.05844982563137,102.33705096272422,105.54593917467108,158.42653562121188,91.58754666933605,160.50951577117195,97.3104875965234,165.7434544421006,83.28089436880322,176.5873842245276,136.13318506728285,100.55391755214603,77.99811028386726,100.55391755214603,99.71357258957484
29,73.5207746381479,144.6807205825987,73.5207746381479,144.6807205825987,114.78485712006122,148.89996167113836,181.53717601619,144.6807205825987,156.59302942961958,84.7660652106413,102.11563669493214,107.46080886945214,101.38431711244849,105.06877029813677,158.96367903660038,91.27937147526004,160.80736787250132,96.34486492039844,166.19079814513717,82.72599649276674,177.00311705359826,136.18378595566452,99.86706435168608,78.39178950675975,99.86706435168608,100.1060601326948
30,71.76614662807462,146.34879264085856,71.76614662807462,146.34879264085856,124.67956677308032,151.25488692985817,184.53391709887566,146.34879264085856,118.36128703172517,93.7823758807958,95.20921124987584,126.52632247967398,93.96438624565377,125.48179027775099,125.9867501423837,100.18089916450529,128.4764001508278,102.26996356835129,123.40700962520171,87.76911785278634,167.2466157568109,133.44100348889515,90.78734121271204,113.53499016034387,90.78734121271204,122.81593296237597
31,40.422780766368454,140.36335760827905,40.422780766368454,140.36335760827905,118.93444828440371,142.81640475277885,217.37032409889198,143.5032579532388,135.2447910506097,97.25318975494983,86.94859622275372,127.90115698381861,83.02449176976864,126.07131702599153,146.63914606959125,103.831723692401,163.46121749964175,113.54395116086775,139.16966648180937,90.45510609473314,191.3919855460403,129.05684537823572,70.02370224578344,116.0113415632128,70.02370224578344,120.00894930889595
32,79.23326904356851,143.6013798390188,79.23326904356851,143.6013798390188,118.3629662280509,147.23188961287852,176.30393978113636,143.6013798390188,155.93862139601777,91.44882933261258,105.5489529022824,101.02605028044783,105.32938522909171,100.23431482863259,158.62461386366112,100.23431482863259,160.31901859819033,105.77646299133929,165.67767140828983,90.25302435324431,169.00572887488076,131.38632683843326,104.20312218471696,80.71173060501211,104.20312218471696,96.17314149039477
33,80.68857582450399,143.3070141816788,80.68857582450399,143.3070141816788,119.76955288910068,151.12732847834417,176.12095189255024,144.04292832502873,161.08430746813414,94.4044505494638,104.43634932832613,102.39283418903473,103.34146246402793,98.91288576050913,162.48897268256923,99.31441827149285,164.3652184711475,105.87278261756035,170.68332059990342,92.3702451551295,171.35156421828813,131.17989745456086,102.6893361600516,79.75993988152878,102.6893361600516,96.8401913290372
34,86.23123818376116,148.01686469911843,86.23123818376116,148.01686469911843,117.46006101610118,149.29244921425834,169.6805286282131,148.01686469911843,148.08985993259859,88.04705582810811,104.62346619788238,109.5495867331224,103.56056321751588,106.258775768244,150.20151946242646,95.41128777290416,158.10000902782798,122.9565943678121,157.7217709698773,86.17480198309488,163.89922372001138,139.72497616545746,102.98100792117745,91.71760129798474,102.98100792117745,104.46443803547538
35,79.23326904356851,143.6013798390188,79.23326904356851,143.6013798390188,118.3629662280509,147.23188961287852,176.30393978113636,143.6013798390188,156.1226651633257,91.08074179799672,106.79316971702954,105.51255117406755,112.83128072977303,127.28527609898674,159.20359407285184,101.15800618908372,160.65594098816257,105.90841889997517,165.8617151755978,89.88493681862846,169.55786017680452,131.75441437304912,105.2519995212602,80.71173060501211,105.2519995212602,99.95527098094914
36,77.2713628464399,142.32579532387888,77.2713628464399,142.32579532387888,119.92788610387083,149.2924492142583,178.28097157723226,142.32579532387888,155.8926243343551,89.63067023570932,107.27125426956351,105.15352854491834,106.41038496513437,102.15132049839286,158.46600069459146,97.32168146702577,160.95547510114437,104.76193619102372,163.50164536025497,85.14861432056381,172.8238411093255,130.41123537112193,105.86393638889999,81.14254516448378,105.86393638889999,100.24562784081678
37,81.025156591724,141.05021080873897,81.025156591724,141.05021080873897,120.5264134964224,147.91874281333833,175.47466953321813,141.05021080873897,155.73903361830594,90.78956854268698,105.04551355363607,93.93042874920934,106.27424671691124,98.21553053044148,157.75997632106117,97.83743331445042,159.27782316981288,103.13079433832546,165.88530897321903,89.00050644391845,170.15316081740428,130.1647452816873,103.87686071846848,81.83912830884243,103.87686071846848,89.85485197201021
39,79.09797552569215,144.6807205825987,79.09797552569215,144.6807205825987,118.9716645795984,151.25488692985817,176.90282594410587,144.6807205825987,154.35789290452698,86.16164878059867,102.69732278531906,98.02391345793376,102.07260377348364,95.98054964225501,157.44312802438088,96.25299815101218,160.89990655653696,107.55961126443464,163.9898039418057,84.28939493558542,170.31763975961786,130.43094660483894,101.2223599915336,78.48993560994055,101.2223599915336,93.19952754171388
40,80.51106280605235,140.903027980069,80.51106280605235,140.903027980069,119.69935459454027,147.77155998466844,175.9133829578979,140.903027980069,153.69498504862884,88.35721920684287,106.39522734531373,102.85757910432514,105.68590985934745,100.46296340304833,157.54647895382226,100.21089859238761,159.02069374461823,104.7480651842805,165.46961134222792,88.35721920684287,169.51536855983431,131.24803672611108,104.91252947902676,82.04831397848108,104.91252947902676,97.85207499494359
41,79.67594751580224,143.3560751245688,79.67594751580224,143.3560751245688,118.86531856541035,150.22460712916828,176.26662174670588,143.3560751245688,155.119612341547,89.2042002394937,106.25763246458976,106.2563805177543,106.14672552520284,105.86960205541413,157.81031945725994,98.0051066544973,159.97823690978117,105.09604513073378,164.71738105706459,87.16413152161917,170.04451107693671,132.72017004629245,104.93659913616037,82.63892703304572,104.93659913616037,101.64938980739443
42,79.72387847246847,143.15983135300883,79.72387847246847,143.15983135300883,118.0814908959006,149.04714449980835,175.7967841116921,143.15983135300883,155.69305575568603,92.11154345045018,104.26072721430775,100.84841361170963,103.57964775165868,98.47320725626389,158.12212720468523,100.05667815989437,160.50236242700004,107.84207676941095,160.85394918763677,90.53369998456435,171.15273220955208,133.15330356011845,102.66523832372101,80.33282621947714,102.66523832372101,95.28428260968974
43,73.18741002115678,146.59409735530855,73.18741002115678,146.59409735530855,114.64427182327614,150.22460712916828,181.61245886812088,146.59409735530855,155.99160449898272,85.76466424605421,101.41608164962906,108.27014792975709,100.69810217498217,105.99300795976353,158.58845528134967,92.89945313230052,162.00730135073357,102.29265550852398,164.8107411740531,81.463283886606,175.84167331636087,133.40482940776175,99.00618716373617,79.25428331428269,99.00618716373617,100.6269391040554
44,78.95004363813723,144.92602529704868,78.95004363813723,144.92602529704868,118.82448175092841,151.50019164430816,176.80470405832585,144.92602529704868,155.0312792299666,86.98897739093792,103.93324337066888,101.22821338023266,103.3255141747518,99.17655399855977,158.51985805284494,98.76622212222517,161.31541235406348,108.20385527792055,164.67916180322732,85.20084804919816,172.39119712085858,134.681059508773,102.41851879295103,78.54408277896668,102.41851879295103,96.11458890504878
45,82.99433793498426,140.853967037179,82.99433793498426,140.853967037179,120.91023948167273,142.2276734380989,172.89521456791266,140.853967037179,160.94112227007685,92.64139525831305,105.9896259418841,105.29785902086287,105.40272039479134,103.84521681705651,162.67817761659413,99.60834372262126,163.4327284072624,102.63468164721786,165.70148459140023,91.45450362792758,169.720687870275,130.46106245916664,104.17105369545149,90.49908404943423,104.17105369545149,100.79673476172974
46,79.29991176389827,144.19011115369872,79.29991176389827,144.19011115369872,114.78897569301897,143.2088922958988,176.8608806374421,144.19011115369872,154.72713678009023,88.66994489178023,108.35430483296614,120.76852819718833,107.8243132552,118.9202279137727,156.77229785501274,95.15636712700015,158.22921495712683,99.77711783553926,159.03795701850402,87.71425905331073,171.11516767646538,134.51960436590846,106.9158684583497,108.92173925990049,106.9158684583497,115.7521044078049
47,80.53531205061576,141.14833269451898,80.53531205061576,141.14833269451898,121.27173899006169,148.4093522422384,176.2199950268574,141.14833269451898,155.19310688229893,86.63433735383946,108.14798184553118,102.64137201894243,113.36468723904325,120.83418575753919,157.91223172624933,96.11705260923874,159.9629366050782,103.26871042372161,165.00529546029816,86.63433735383946,170.06763063772155,131.25790862010726,106.66686813220736,82.0461766989049,106.66686813220736,97.47611466212607
48,62.58922156488371,141.05021080873897,62.58922156488371,141.05021080873897,117.46867532725074,147.46488191304442,186.15399537324538,131.23802223073972,146.2319588582504,89.44201749660328,93.49854348040544,110.58819720842226,92.90073147636333,109.6684974367833,149.6325519348101,94.03360131892106,153.9140215312015,99.8145713120802,147.78672173915,84.78879564967488,177.01769858258598,127.19119834906235,90.73080809535944,100.71060618990717,90.73080809535944,106.33019371506222
49,79.42708565747608,145.12226906860866,79.42708565747608,145.12226906860866,118.62001385096036,151.99080107320813,176.02131703225587,145.12226906860866,151.31078848199286,82.20078312360629,106.27088574396286,108.92427334402335,105.7944398882898,107.26270918524095,154.90905907506834,93.97019591498167,157.19501921655154,101.44723462950252,160.90855719751045,80.16071440573174,169.07786488160477,135.11577153114607,104.63990691313646,84.41523075441783,104.63990691313646,103.23637421180055
50,79.97049647857237,143.2088922958988,79.97049647857237,143.2088922958988,119.15968422275031,150.07742430049828,176.56098740404582,143.2088922958988,154.82137083846374,89.38950807258391,106.66552637507162,106.50511775887534,106.62869832612303,106.37668308903352,157.58035344601325,98.41373355883948,159.74000649836478,105.47764040014064,164.41913955398132,87.34943935470938,169.689373802523,132.2021913064413,105.23096479350035,82.49122323104785,105.23096479350035,101.50220697872442
51,80.15646168854984,142.62016098121885,80.15646168854984,142.62016098121885,119.60123270876028,149.48869298581832,177.0025358900558,142.62016098121885,158.14168161623587,87.9768166910967,107.3226748829459,106.66827307453741,107.06189616706828,105.75882961413953,160.28976694060975,96.9242359988458,162.06766255107738,104.32970417637141,167.8460917741757,86.52648287548996,169.73879521649758,131.10358289207005,105.66710406808147,80.30061311466844,105.66710406808147,100.89461150197774
52,80.13946651790823,143.01264852433883,80.13946651790823,143.01264852433883,119.45404988009028,149.8811805289383,176.8553530613858,143.01264852433883,154.70608265829526,89.52322958938473,107.10924619051289,106.82973383552553,106.85242887089652,105.93410540566688,157.45458758618676,98.51318412969523,159.80162550213907,106.18999924276935,164.30385137381285,87.4831608715102,169.33916971154972,131.81642021891287,105.52533045084031,82.29446244311985,105.52533045084031,101.30596320716444
53,79.80248614854315,143.2088922958988,79.80248614854315,143.2088922958988,118.86531856541035,150.07742430049828,176.26662174670585,143.2088922958988,154.93979428449413,89.0570174108237,106.36853940397668,106.49597615142449,106.14672552520284,105.72241922674414,157.51225135734228,97.47114536348711,159.83783553368323,105.07778845617719,164.53756300001174,87.01694869294917,169.68487496283092,131.67389693235802,104.93659913616037,82.49174420437572,104.93659913616037,101.50220697872443
54,79.97049647857237,143.06170946722884,79.97049647857237,143.06170946722884,119.1636690640703,149.9302414718283,176.56497224536582,143.06170946722884,155.00050340429573,89.42145780974599,106.66951121639161,106.35793493020537,106.5221990205972,105.84419625083804,157.62618685215472,98.00968139048584,159.90363916190717,105.45889224131251,164.59827211981337,87.38138909187145,169.51024123669094,131.69674334610724,105.23494963482034,82.34404040237789,105.23494963482034,101.35502415005445
55,80.13946651790823,142.86546569566883,80.13946651790823,142.86546569566883,119.45404988009028,149.7339977002683,176.8553530613858,142.86546569566883,154.70608265829526,89.19759447957748,107.10924619051289,106.68255100685553,106.85242887089652,105.78692257699689,157.4309113265083,98.11010746392276,159.46501085366697,104.76334722858701,164.30385137381285,87.15752576170296,169.33916971154972,131.66923739024287,105.52533045084031,82.14727961444986,105.52533045084031,101.15878037849444
56,79.81911348109173,145.7600613261786,79.81911348109173,145.7600613261786,119.01250139408032,152.62859333077807,176.41380457537585,145.7600613261786,150.97885359590947,82.08360389050765,101.86698719972321,110.07800601648722,101.6667008607904,109.37952454518899,155.13852858106404,95.6892877077434,157.27400074312658,102.67410242072584,136.58999585116223,78.76167433061478,169.87829172193193,137.41804129040847,100.32056583543684,85.05432958321055,100.32056583543684,104.6849938144108
57,81.38897183261095,146.49597546952856,81.38897183261095,146.49597546952856,118.55212846663838,151.00958221540822,175.01146154444598,146.49597546952856,156.34645097827547,92.50259021164757,105.1652668650764,104.32404770842177,104.36270961382739,101.5251979584067,158.49935617900945,100.26571557089991,160.90554434453574,108.94214979594665,160.57368488155313,90.01255914767785,170.59480582407588,136.61393535070096,103.37929040875638,77.11608514032899,103.37929040875638,98.09560761829145
58,79.33156884888719,144.04292832502875,79.33156884888719,144.04292832502875,114.69085380723897,143.06170946722884,176.7627587516621,144.04292832502875,154.92422750805395,88.87998370420644,108.13228258878982,120.18925346905004,107.71757205170545,118.74298595200898,156.91952822391892,95.20826908379523,158.28754741347308,99.54707163491844,159.23504774646779,87.92429786573692,170.6947713900472,134.72458801232645,106.82315578399854,108.77398129258287,106.82315578399854,115.62378574120163
59,80.91734785136747,146.0544269835186,80.91734785136747,146.0544269835186,120.23902496633023,152.92295898811804,176.22737299239384,146.0544269835186,153.69283637281347,93.1755836505791,108.29555383676858,111.27112526128786,107.76089403670112,109.40654495199149,157.66836924336837,105.41101571778505,158.92332118360085,109.27336064418462,164.38120310940323,91.67343166781349,169.853700670117,134.22789410694782,106.71599639424288,96.47164815426848,106.71599639424288,105.76255382134732
60,80.49264356310171,146.49597546952856,80.49264356310171,146.49597546952856,119.55217176587027,153.364507474128,175.5405197919339,146.49597546952856,153.90842320298384,92.88815906392738,107.40679704297227,111.00855223963323,107.02153716592208,109.66499137977601,157.83162361020646,104.96252837027575,159.44685634009085,109.93370355174747,164.59678993957357,91.38600708116178,170.21147353140918,134.3016547257894,106.02914319378293,96.91443872514802,106.02914319378293,106.20410230735729
61,80.41048919422988,145.85818321195862,80.41048919422988,145.85818321195862,119.60123270876028,152.7267152165581,175.5895807348239,145.85818321195862,154.08930575010913,93.33907884844746,107.58628966427868,110.82562930130709,107.12999958829198,109.23435669972974,157.6598008525733,104.32793284486633,159.16782196603071,108.96914459946687,164.77767248669886,91.83692686568186,169.44020086927287,132.91849517978534,106.07820413667292,96.27479142957256,106.07820413667292,105.56631004978735
62,71.70310259606113,143.40513606745878,71.70310259606113,143.40513606745878,114.74731501016169,149.2924492142583,180.97958791165652,140.01993100804904,155.76881253747956,79.91726241173481,102.40186615324419,108.91230549424769,101.84866389268497,107.10286243174625,157.95388924849482,86.64223703269155,160.0794595131317,93.18406964327369,163.5421701640903,78.82478824245075,175.7642572301827,128.44989516101418,99.39920129654496,78.12582463086018,99.39920129654496,99.09103128528272
63,79.82307076073796,141.8351858949789,79.82307076073796,141.8351858949789,119.31133112049655,148.70371789957838,177.16399497638002,141.8351858949789,154.38666660754382,86.42927300899163,105.54163342814628,100.68307527995326,105.20850032173419,99.52130207293018,157.1305927240012,94.87420924483781,160.10851414886127,104.03930898913106,163.94736942797385,84.22201084294987,170.95042730182618,133.41994193516234,103.97621671974949,81.11820714670057,103.97621671974949,95.22381844046038
64,78.96967602197121,143.84668455346875,78.96967602197121,143.84668455346875,114.20024437833902,142.86546569566883,177.26318036914012,143.84668455346875,154.36115838531146,89.40329306391865,107.81916023338306,120.61198068118527,107.21841386270158,118.51692911098563,156.21625718342386,94.94759894623972,157.8373068479025,99.79240570232638,158.65464304724367,88.37251859415245,171.7108042010272,134.6950000354713,106.32713714366976,108.57716709045192,106.32713714366976,115.40867780757492
65,79.4948332295071,143.74856266768876,79.4948332295071,143.74856266768876,118.81625762252034,150.6170946722882,177.1791552844598,143.74856266768876,155.89891268027094,92.59266161648945,104.58162118490445,100.97501795692247,104.46721173677327,100.57602479499786,158.3396717451683,100.57602479499786,160.08811554702814,106.2949267825835,165.49668139578853,90.55259289861493,170.55316153095697,134.70043995959992,103.06192933603859,79.54586045434445,103.06192933603859,95.67522265300033
66,88.66772573811427,140.51054043694901,88.66772573811427,140.51054043694901,119.74520409792977,147.3790724415485,167.78567937581403,140.51054043694901,149.7905745509427,99.62686658469023,109.19969506113151,114.92333288786159,108.11192152035568,111.57551016924094,152.48317188460658,107.91382907074959,153.50295957908392,111.05241286945646,159.50727158420608,98.26127387308514,162.63123668881008,133.4795213117952,106.7373534309178,90.37846024541774,106.7373534309178,107.3450245896516
67,88.66772573811427,140.51054043694901,88.66772573811427,140.51054043694901,119.74520409792977,147.3790724415485,167.78567937581403,140.51054043694901,149.20690809013053,99.04320012387808,108.9617445990868,114.19099666816332,108.2139002898034,111.88936854911162,152.1231430760921,108.01844853070648,153.44886707891266,112.09860746902541,158.92360512339394,97.67760741227298,162.63123668881008,133.4795213117952,106.7373534309178,90.37846024541774,106.7373534309178,107.3450245896516
